"","Taxo.Unit","Int_LMA.LL","Slope_LMA.LL","Slope.lci_LMA.LL","Slope.uci_LMA.LL","Rho_LMA.LL","r.sq_LMA.LL","n_LMA.LL","varLMA","varLL","lci_2.5_LMA.LL","lci_5_LMA.LL","lci_10_LMA.LL","uci_10_LMA.LL","uci_5_LMA.LL","uci_2.5_LMA.LL","sig_LMA.LL","Type","Int_LMA.N","Slope_LMA.N","Slope.lci_LMA.N","Slope.uci_LMA.N","Rho_LMA.N","r.sq_LMA.N","n_LMA.N","varNmass","lci_2.5_LMA.N","lci_5_LMA.N","lci_10_LMA.N","uci_10_LMA.N","uci_5_LMA.N","uci_2.5_LMA.N","sig_LMA.N","Int_LL.N","Slope_LL.N","Slope.lci_LL.N","Slope.uci_LL.N","Rho_LL.N","r.sq_LL.N","n_LL.N","lci_2.5_LL.N","lci_5_LL.N","lci_10_LL.N","uci_10_LL.N","uci_5_LL.N","uci_2.5_LL.N","sig_LL.N","Int_LMA.Narea","Slope_LMA.Narea","Slope.lci_LMA.Narea","Slope.uci_LMA.Narea","Rho_LMA.Narea","r.sq_LMA.Narea","n_LMA.Narea","varNarea","lci_2.5_LMA.Narea","lci_5_LMA.Narea","lci_10_LMA.Narea","uci_10_LMA.Narea","uci_5_LMA.Narea","uci_2.5_LMA.Narea","sig_LMA.Narea","Int_LL.Narea","Slope_LL.Narea","Slope.lci_LL.Narea","Slope.uci_LL.Narea","Rho_LL.Narea","r.sq_LL.Narea","n_LL.Narea","lci_2.5_LL.Narea","lci_5_LL.Narea","lci_10_LL.Narea","uci_10_LL.Narea","uci_5_LL.Narea","uci_2.5_LL.Narea","sig_LL.Narea","rho.sig_LMA.N","rho.sig_LMA.Narea","rho.sig_LMA.LL","rho.sig_LL.N","rho.sig_LL.Narea"
"21","Eucalyptus ovata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",1.89944151337766,-0.764524747446244,-0.984985589643407,-0.593407757030587,-0.368772691439061,0.135993297951209,55,0.00388280925443734,-0.462281240720804,-0.416688315360466,-0.365147622222305,0.0440293781334294,0.106200327958239,0.162549005764196,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89575630538427,1.01026055643221,0.833268755367607,1.22484658798043,0.710771242765694,0.50519575954269,55,0.00697206606715482,-0.217569270371636,-0.157273242207707,-0.0896527808931331,0.355118721790778,0.407715415886961,0.449051762814624,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00559782998711639,1.20526106376832e-09,NA,NA,NA
"22","Juniperus occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",3.64357402428742,-1.46352784628225,-1.83133236787787,-1.16959313034235,-0.392133527590129,0.153768703460279,68,0.00671028989305597,-0.467000738164426,-0.429864534978391,-0.38120657491925,0.0175524398295309,0.0800745905212422,0.131161186311117,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06739237665031,1.41213210524565,1.11950681074598,1.78124604828151,0.301743485137202,0.0910491308227448,68,0.00624726540115204,-0.183774316549799,-0.128267014774108,-0.0640412090949911,0.34930113153779,0.400631429110809,0.44403275238665,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00094235866959513,0.0123950313215645,NA,NA,NA
"23","Larix occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",-4.60993653079025,2.6368109839685,1.26394124162524,5.5008666037645,0.170068994517404,0.0289234628961607,10,0.00808322844000101,-0.711834643393647,-0.627194747265018,-0.522442341287901,0.419867311546531,0.542513531858415,0.647957263289207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3861949164449,2.97483642419695,1.53359644794425,5.77052181008352,0.486897289879383,0.237068970891887,10,0.0102885230547139,-0.640861740657094,-0.549814510764456,-0.426335325783868,0.52191754525449,0.62907983059722,0.703725022266463,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638548903799944,0.153522876043051,NA,NA,NA
"24","Leucadendron salignum (m&f)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",2.39297105600677,-1.11646701166689,-2.6512025308236,-0.470163472480229,-0.209594770820066,0.0439299679551158,8,0.00551798214285714,-0.790198713478659,-0.711957314217694,-0.605285352020682,0.446832007887671,0.58396853900632,0.681771542474804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.16730369389919,1.40965380156199,0.661574141755669,3.00362985014013,0.555381986908761,0.308449151382723,8,0.00879657142857143,-0.723314494554234,-0.62128298472179,-0.482473361078667,0.591167056435998,0.701572187681305,0.776900290010223,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618367487365948,0.152977828836769,NA,NA,NA
"25","Lithocarpus densiflorus",-8.22816896600306,4.52368796858873,1.19521526443068,17.1213951546226,0.815621607982221,0.665238607407503,4,0.00304581000703496,0.0469262224537028,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",-2.75958737693511,1.25222603973944,0.320554177561549,4.89174736866577,0.114855214888192,0.0131917203870128,5,0.00477604346403728,NA,NA,NA,NA,NA,NA,NA,0.55528091064473,-0.367865387042936,-2.12086816394437,-0.0638063908378787,-0.394298946347018,0.155471659090368,4,NA,NA,NA,NA,NA,NA,NA,-3.54166216752468,1.68988740345837,0.556879654826537,5.12807284593078,0.676864439927781,0.458145470038749,5,0.0086979788365717,NA,NA,NA,NA,NA,NA,NA,-0.631742317318781,0.465445703875353,0.0747348631960635,2.89877700970267,0.0757364665702179,0.00573601236854173,4,NA,NA,NA,NA,NA,NA,NA,0.854083959960862,0.209483944142001,0.184378392017779,0.605701053652982,0.924263533429782
"26","Lupinus arcticus",0.558063429024729,-0.242748598312461,-0.300327794089387,-0.196208553262061,-0.588402460534122,0.346217455562609,59,0.0192629937039101,0.00349140255455126,-0.179252670311483,-0.124294890538723,-0.0579119818984478,0.446434058143032,0.51556863803584,0.575190730143767,0.025,"w.inSpp",1.76845222596783,-0.656754235575191,-0.826381145119944,-0.521945749238203,-0.527564886426882,0.278324709390609,56,0.0127610664484216,-0.730792914674843,-0.709136762806624,-0.682539343237045,-0.379577477832572,-0.299638945881009,-0.217622917579908,1,1.10258608381137,-1.87651661237388,-2.41032242365931,-1.46093093685331,-0.351650203819444,0.123657865846256,57,-0.48351002128939,-0.451689457986154,-0.414083295574968,-0.0656846232239494,-0.00327502463612341,0.0666845909635745,1,-1.0276819222996,0.859281780458978,0.720442262067286,1.02487765794033,0.760541583603344,0.578423500389882,56,0.0145908601958918,-0.0633513631701823,0.00622690908614803,0.0780207834742064,0.5251675007717,0.570283119480114,0.603066253864832,0.025,0.949519164691241,-3.55671140915732,-4.50731635142733,-2.80659156396331,-0.481724508271239,0.232058501869167,56,-0.286926969636849,-0.239374696257172,-0.179448387585824,0.303223049794827,0.368877502095023,0.423917433550762,0.025,2.9406298440166e-05,1.0442070558642e-11,9.53477717967748e-07,0.00731087213325233,0.000170623771778611
"27","Metrosideros polymorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",0.951322435051653,-0.45629193441297,-0.696700276656621,-0.298840601024974,-0.899738292198224,0.809528994447777,8,0.00609698214285714,-0.82285965382293,-0.760632188554261,-0.675406156570419,0.305248023256141,0.454492243212001,0.560034183284878,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23522425563244,0.625084420178214,0.455622805705066,0.857574571459142,0.946788390511193,0.896408256406776,8,0.011442125,-0.638186452249022,-0.534366035069281,-0.38280299734621,0.640783257424926,0.737945506163161,0.807020008299609,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00233400829870182,0.00036179603607796,NA,NA,NA
"28","Picea engelmannii",5.36729621178309,-1.46748438797658,-2.71794881372778,-0.792329280845206,-0.364608448403364,0.132939320647109,12,0.0130126596966713,0.028022898365224,-0.504634237331674,-0.401100176081794,-0.271105128229479,0.606601538772595,0.694906410274831,0.757808696984785,0.1,"w.inSpp",1.09228645765395,-0.483583284190302,-0.894651628368975,-0.261389780483172,-0.369412641686672,0.136465699837925,12,0.00304304681114956,-0.672846220653893,-0.60107639694107,-0.507877795957305,0.306827507528292,0.433365730425351,0.529228383664357,1,0.58242787458069,-0.329532149133855,-0.632529629072734,-0.171678024746396,-0.122974351234011,0.0151226910614258,12,-0.664857924525432,-0.596019729817333,-0.498146372759026,0.359827163066628,0.487068759047096,0.583804914190433,1,-1.88030228917679,0.929069575237895,0.667983834974143,1.29220234149249,0.879023773169748,0.77268279379758,12,0.0112321410570906,-0.47401555889836,-0.375928288103012,-0.255178539071872,0.574706569251237,0.655523121194547,0.7158941802484,0.025,1.51775199508919,-0.633103549754917,-1.1437724711186,-0.350436922406673,-0.457477051494399,0.209285252644009,12,-0.574300159153461,-0.491221199954938,-0.3804587918292,0.478699030391192,0.586353544242079,0.670909986364947,0.1,0.237282531226088,0.000166001656026293,0.243910709185211,0.703387501859817,0.134818530989728
"29","Picea sitchensis",3.00062787722987,-0.595349559851396,-0.877562889153022,-0.403892533283101,-0.259395419753706,0.0672859837892013,27,0.0177586985833062,0.00652242702415417,-0.37642813141955,-0.293043205558073,-0.193639749793312,0.458530827447412,0.549978985551856,0.610559771934954,0.1,"w.inSpp",-0.78461390520628,0.410378506857986,0.277447664927868,0.606999229691749,0.0890354113583401,0.00792730447574884,28,0.00299075164324331,-0.528956066376504,-0.477239575520517,-0.4143118272397,0.127484964985873,0.211245734035257,0.290930336547977,1,1.28327071255102,-0.6890744488626,-1.02528745885333,-0.46311265389546,-0.138806924873241,0.0192673623927657,27,-0.53182483610806,-0.466565334477594,-0.381567103545209,0.275296568711282,0.375154198513239,0.448478351286849,1,-2.14493566414758,1.11396792248746,0.961377330200638,1.29077781777115,0.930314738691325,0.865485513026308,28,0.0220372047342971,-0.210577960464807,-0.135997908917435,-0.0497074386586024,0.502427957609488,0.573335397620033,0.624355352965739,0.025,3.46743567406382,-1.87004274077494,-2.74913228487146,-1.27205950458238,-0.284138436478267,0.0807346510843142,27,-0.433246836196257,-0.357369216047783,-0.274789925456232,0.349778058024542,0.431116370918335,0.501548658970179,0.1,0.652315448444857,7.82106318997187e-13,0.191356229534152,0.489888044475584,0.150898411563779
"30","Pinus contorta",12.3378568153279,-4.36713416393184,-6.02713090221228,-3.16433492406482,-0.0621141120665207,0.00385816291781229,40,0.00268831219648837,0.0512711160139097,-0.310561463684321,-0.225018621542503,-0.13106236030244,0.437201241356301,0.502878455906591,0.557059059843876,1,"w.inSpp",-3.82941400698132,1.61381202831194,1.16965865731129,2.22662333702642,0.0750258136228463,0.00562887270977006,40,0.00700141141938509,-0.465579205218283,-0.41838488380829,-0.358556373723923,0.126682841939528,0.205577839857222,0.274915467234157,1,0.729864683518145,-0.369535711002515,-0.509970113334005,-0.267773812887534,-0.0650984183666537,0.00423780407383988,40,-0.569339097307564,-0.527312452569786,-0.468829236073793,0.00631424534856915,0.0892229597018129,0.153133240009309,1,-4.27325263850132,1.96126091676788,1.50273354408547,2.55969822380061,0.571610615840933,0.32673869614205,40,0.0103407121808764,-0.321784979268628,-0.249583311578323,-0.163247911217231,0.344784951167281,0.407915700830672,0.465096154211333,0.025,1.26762507678163,-0.449095641019209,-0.619471582503187,-0.325578929653995,-0.0852363503608708,0.00726523542284112,40,-0.337169663383732,-0.273817808277737,-0.204734693180937,0.306745520899044,0.37708974641236,0.429802467471513,1,0.645438851678669,0.000116801190455947,0.703384991157138,0.68982927974508,0.601015269851783
"31","Pinus jeffreyi",4.55618646734993,-1.13400174058126,-1.51454626212539,-0.849072741981964,-0.299573753171508,0.0897444335892637,45,0.0185079621772709,0.0236895826259836,-0.146550119828941,-0.0730176889367346,0.00774786249267431,0.524325582155987,0.58658591193659,0.630879142876219,0.025,"w.inSpp",1.18950007020369,-0.504165872155186,-0.67890227304425,-0.374403263530438,-0.110040873360606,0.0121089938099649,46,0.00470441354486088,-0.54517478308449,-0.503713374333898,-0.456023130463385,-0.0378549873791544,0.0355131570521307,0.0951834732790469,1,-0.846842495462167,0.448961891791799,0.331758870030647,0.607570131471242,0.0495071049571722,0.00245095344124046,45,-0.515297521995973,-0.466739382589913,-0.413823064684749,0.0870124307958401,0.174736096382693,0.246200865282469,1,-2.17025532507467,1.06900751599975,0.927574923779844,1.23200513507541,0.88338368085363,0.780366727598507,46,0.0211504747749897,-0.0764916464033305,-0.010749601331242,0.0597354988756957,0.542898497117502,0.592642171313004,0.634641033697347,0.025,2.11465043907621,-0.937595860019341,-1.25669279528633,-0.699523383934986,-0.258050602449726,0.0665901134246668,45,-0.287261695160665,-0.235119206064775,-0.170763304922558,0.308899991425564,0.37654300536143,0.435063479111866,0.05,0.4666078913434,4.42931198868312e-16,0.0455836396727542,0.746728247262982,0.0869953482794342
"32","Pinus lambertiana",3.89339426552182,-0.851469792873628,-2.59592845572315,-0.279283817155236,-0.19927500561398,0.0397105278624516,6,0.0135905721469184,0.00985317579009346,-0.829718731403905,-0.731082644845728,-0.576311925972616,0.729930070061025,0.824985296069719,0.88417688299044,1,"w.inSpp",0.709262260084386,-0.295672984962967,-0.869595246366243,-0.100532419424118,-0.349783311682862,0.12234836513183,6,0.00118812198428363,-0.873378870467252,-0.784362542598607,-0.669797819063298,0.635796989904761,0.769502019199714,0.852728100828059,1,0.68695954889393,-0.347250116724755,-1.0649905484516,-0.113224144327545,-0.159575336940928,0.0254642881598108,6,-0.925321047079,-0.852057091217649,-0.722956519748966,0.683558880678358,0.807923509020855,0.896916071296665,1,-1.83470331721463,0.938392008877901,0.629590852467298,1.39865367940943,0.955441346113545,0.912868165863263,6,0.011967580072892,-0.792172065550475,-0.693979701909269,-0.541256874319205,0.700848269957133,0.804181026140566,0.867259588483585,0.025,2.45614774615243,-1.10208490862715,-3.31846922398863,-0.366009465160516,-0.26263770309434,0.0689785630866707,6,-0.85650641867982,-0.76356317253,-0.636522064537081,0.663754832602676,0.788796223554003,0.868132661630021,1,0.496722740643105,0.00293397543798188,0.705044149410392,0.762668730770139,0.615101631044406
"33","Pinus monticola",4.69608907259262,-1.2305731870541,-2.42988716234841,-0.623201929769019,-0.228614711130402,0.0522646861452373,11,0.00448502372733729,0.00679171793415656,-0.698665451092847,-0.583583426798194,-0.446277634519122,0.563148949479349,0.68069574179905,0.762995175321343,1,"w.inSpp",-2.3906560784357,1.1074466626353,0.562852039513621,2.17897071429619,0.252291161195839,0.0636508300175449,11,0.00550060402607136,-0.692083079776972,-0.614197263038941,-0.517777424755104,0.36839876220765,0.486351848106462,0.59105748651367,1,-1.55179945438591,0.899943761399887,0.480948470970069,1.68396163532658,0.462944560734972,0.214317666314097,11,-0.736253400727237,-0.653742687637267,-0.540598625103557,0.443670815502732,0.576144379900629,0.676381512024343,0.1,-3.38778285748546,1.66890266928287,1.04617797543702,2.6622966502196,0.766610916278581,0.587692296957486,11,0.0124918500823716,-0.562658339537364,-0.457717524055566,-0.340021593171639,0.535577821513822,0.628057668789399,0.70050674350704,0.025,-2.12364065880751,1.35619944172367,0.681887598726537,2.69733153846257,0.170214658331618,0.0289730299109496,11,-0.679405099459281,-0.582676369962466,-0.456559968471336,0.498400163773335,0.613153942230038,0.697621781415337,1,0.454197012645288,0.00591529140625624,0.498943487673276,0.15159293045352,0.616812069270144
"34","Pinus ponderosa",-3.91094947349932,2.35916786166899,2.04013421098424,2.72809159787911,0.0246014282428067,0.000605230271585966,185,0.003630294310024,0.0144642571428967,-0.204159822084369,-0.13072186756091,-0.0433943899560039,0.421624322287319,0.480208711057351,0.520568161105568,1,"w.inSpp",2.6021979053857,-1.06621217054532,-1.20234566506275,-0.945492153921998,-0.0669630685223834,0.00448405254593342,268,0.00412694903931217,-0.40118272904186,-0.373084118355581,-0.339432109380932,-0.0529580522276739,0.00138226003376475,0.0447134012212421,1,-0.766556030656066,0.48343231477605,0.418050228804772,0.55904000731661,0.0194553065464941,0.000378508952818057,185,-0.413757513063636,-0.387552129276231,-0.353574407485363,-0.0018544479316707,0.0742593531407635,0.151447891797463,0.1,-2.92992308431278,1.41209585912137,1.28949713057234,1.54635064171309,0.657606319971909,0.432446072066996,268,0.00723886027523095,-0.0602537586978594,-0.0182417677382929,0.0322218134369703,0.355619333582067,0.390718223674953,0.418036385533171,0.025,-0.660033764509483,0.645203538203099,0.557965421716525,0.746081369037405,0.0307396559879783,0.000944926450259252,185,-0.189208269786648,-0.15147033477401,-0.106021991977617,0.256686715818938,0.315726044168593,0.361912056125745,1,0.274685815324678,1.41896700786757e-34,0.739588790800267,0.792664578059382,0.677871899774254
"35","Plantago lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",2.63771747844518,-1.31147090975613,-5.00278757960887,-0.3437995157234,-0.811880539118551,0.659150009799429,4,0.00325358333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42474534276589,-0.75801154199483,-4.70238002524365,-0.122189507167194,-0.117976188779382,0.0139183811189083,4,0.00108691666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188119460881449,0.882023811220618,NA,NA,NA
"36","Populus tremuloides",-0.971152399823353,0.926223269026174,0.659403743772008,1.3010079972827,0.273480999635242,0.0747918571614914,34,0.00277685411309471,0.00221829149573558,-0.435344460957065,-0.329978567659279,-0.232970160048921,0.409015609884982,0.499427577427727,0.565504651350554,1,"w.inSpp",3.99770168853447,-1.91530913716534,-6.73617756680129,-0.544583193440226,-0.475534438212636,0.226133001926207,5,0.0032282,NA,NA,NA,NA,NA,NA,NA,0.518672763455911,-0.285303083513595,-4.74999493975098,-0.01713640761618,-0.757541873001753,0.573869689351005,3,NA,NA,NA,NA,NA,NA,NA,-2.87777286638021,1.63154277240345,0.415986687413927,6.39907934249152,0.0644259152389822,0.00415069855438052,5,0.0023425,NA,NA,NA,NA,NA,NA,NA,0.123403245948376,0.178328559879839,0.0108410985968785,2.93338124219014,0.76426525662788,0.584101382488479,3,NA,NA,NA,NA,NA,NA,NA,0.418194637499582,0.918027159101482,0.117580198944903,0.452800317250551,0.446203664291578
"37","Protea laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",4.97192387902898,-2.00527052176779,-7.09814621100409,-0.566501414022305,-0.46296158978148,0.214333433612995,5,0.0358683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.09143971823536,1.78917710373234,0.455922701398707,7.02126632146052,0.0536672301316008,0.0028801715899982,5,0.0285543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432330830460316,0.931701575474691,NA,NA,NA
"38","Protea neriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",3.93353384606721,-1.65103988210693,-5.01834500790891,-0.543193560429103,-0.216646679204288,0.0469357836102456,6,0.0094499,-0.861224894874623,-0.78776726738455,-0.683300284520523,0.561422154434735,0.69977070065426,0.804261522524854,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.85043970572326,1.72179468087138,0.587655383939194,5.04475412648262,0.36154136548091,0.130712158953801,6,0.0102772,-0.827598151892334,-0.72789216272474,-0.594033468787375,0.669147185484264,0.789067950772648,0.86428145488269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680114222021073,0.481316877995193,NA,NA,NA
"39","Protea repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",6.78844765140565,-2.78918081210153,-4.37471718598467,-1.77829314944489,-0.942117920385912,0.887586175912275,6,0.0319738666666667,-0.868378025430217,-0.808200162425664,-0.717868477613943,0.51137866772096,0.673349458466465,0.793781005983202,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97570738938517,-1.86547581061778,-3.56374686044462,-0.976500334135932,-0.8662982307047,0.750472624522093,6,0.0143028,-0.807912536089184,-0.715808167701088,-0.577261333817057,0.688738752676067,0.794553634594851,0.866978435082663,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00492854052801068,0.0256192073508512,NA,NA,NA
"40","Pseudotsuga menziesii",5.84451693517999,-1.82888597134068,-2.04530222354274,-1.63536902158794,-0.118047669412449,0.0139352522537109,306,0.00780297426835533,0.0258091746901056,-0.0948545621116165,-0.00813946398171084,0.0765649290182561,0.484431943455747,0.529129785292151,0.563604219701029,0.025,"w.inSpp",1.92818580244389,-0.85479007023196,-0.965721280860605,-0.75660139074084,-0.166874575322239,0.0278471238889775,254,0.00636335192796303,-0.477891154279148,-0.459268374076481,-0.436088032187468,-0.145294659670881,-0.0942259923363122,-0.0473531324965026,1,0.909887954235063,-0.502704556329586,-0.568107961177685,-0.444830715680618,-0.186940204513544,0.0349466400635656,251,-0.464638537785144,-0.443074706234892,-0.413087725734319,-0.109542347592941,-0.0220530630537586,0.0609440254414928,1,-2.42312390261636,1.20140560619397,1.1009758353213,1.31099646721409,0.709667401970213,0.503627821419152,254,0.0125703194379446,-0.014649180693196,0.04055574457515,0.0943669155124187,0.454678279228195,0.488709045795944,0.512864978915436,0.025,1.49759953919222,-0.708708849285595,-0.800679658684872,-0.627302351955206,-0.198954319466559,0.0395828212344015,251,-0.163967737989686,-0.132741450497473,-0.0898941349242047,0.236969320044773,0.283033984406767,0.322842158504498,0.025,0.00769566601895313,3.30994798016096e-40,0.0390404109250419,0.00294750213713902,0.00153477779487534
"41","Purshia tridentate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",1.6845054611401,-0.692077423065313,-0.851728172213665,-0.562352139030302,-0.546891143389342,0.299089922717702,66,0.0152348769544806,-0.681154564432614,-0.654105154965401,-0.623635384590909,-0.307666345781334,-0.245609891667733,-0.184163413919751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42444718922363,0.849699436911928,0.717242233042059,1.00661826622542,0.731445685129108,0.53501279029399,66,0.0229646720612007,0.0562131715378224,0.119335569631196,0.186813917439661,0.602548465024125,0.640431024671837,0.667750989939475,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02380645517064e-06,3.05869584299989e-12,NA,NA,NA
"42","Quercus chrysolepis",4.9901315971927,-1.45633189902894,-3.68340167276287,-0.575799977453553,-0.639781716134559,0.409320644300082,6,0.00616936263485929,0.00989574749771208,-0.814166401776493,-0.70874399650324,-0.563417955803004,0.675389060220619,0.803149208150841,0.875085069547055,0.1,"w.inSpp",1.91113841532477,-0.854421142917602,-2.15439917132386,-0.338858044127458,-0.381951511587807,0.14588695720421,7,0.00450385367082414,-0.823923721933422,-0.749342425122077,-0.643607116515356,0.50922855204007,0.648733117921514,0.754060333618605,1,-0.972394448222409,0.559604566910663,0.181444261301372,1.72591444370417,0.108904735197873,0.0118602413485188,6,-0.833596428866828,-0.755846626159264,-0.638556152035396,0.581174835290349,0.718338002826947,0.80451742905113,1,-2.10600875508667,1.03795018923101,0.47113769711391,2.28667882431029,0.649022043561777,0.421229613029106,7,0.00664650481381323,-0.762082707332633,-0.670003421682933,-0.536224316921076,0.632804031160283,0.743692891280121,0.815873205861192,0.1,1.74092439067904,-0.896723140257868,-2.57009206142757,-0.312872990949313,-0.421943823244761,0.178036589974406,6,-0.841577089538452,-0.738130567852348,-0.613139796424797,0.619062530801517,0.745227363088228,0.829529265603614,1,0.397823244218291,0.114736396492819,0.171265357927966,0.837288715424912,0.404644984858489
"43","Quercus gambelii",-1.108125495193,0.970599663299227,0.657635483881476,1.43250133164402,0.246774470470864,0.0608976392761752,27,0.00186713637047614,0.00175896140951861,-0.685071228516038,-0.593468586270082,-0.471609522938273,0.456370137997786,0.588599139670353,0.706481794394319,1,"w.inSpp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214641757755909,NA,NA
"44","Quercus ilex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",4.85845331883171,-2.0850183661785,-12.2570245875619,-0.354678376978469,-0.346234245997506,0.119878153101461,4,0.0114116666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81306289597824,-1.97246924453464,-12.066786879623,-0.322425096212241,-0.206171359981136,0.042506629676471,4,0.0102129166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653765754002494,0.793828640018864,NA,NA,NA
"45","Quercus kelloggii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",1.17324663309874,-0.458614970935453,-1.03947245849277,-0.202340802632809,-0.406534928837704,0.165270648365077,8,0.00192313588075953,-0.78220477922427,-0.707414156172514,-0.598170095515379,0.485645251418178,0.616915029931275,0.731704486003373,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55774154393465,0.915765958519729,0.589578577521638,1.42241818606915,0.890388185402418,0.79279112070421,8,0.00766800710586877,-0.696451600982903,-0.597587823901385,-0.458456161942065,0.601933145801937,0.709900579971952,0.783323961313567,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317568277846474,0.0030276657904205,NA,NA,NA
"46","Quercus rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"w.inSpp",-0.745146290475614,0.557737662892777,0.213826252915025,1.45478535197788,0.252016223396496,0.0635121768550327,7,0.00413428571428572,-0.796946845814173,-0.716060771093711,-0.607708436921559,0.439488987865175,0.579260379654877,0.679180025286064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22243889800038,1.28038281403793,0.80391889652027,2.03923574576949,0.907697225860034,0.823914253834002,7,0.0217881428571429,-0.642647801843878,-0.533142982581796,-0.387938169401705,0.639809641919864,0.735832223689397,0.807301666194395,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585619937500256,0.00472792555248146,NA,NA,NA
